,doc_sentiments,documents,zone_sentiments
0,1.1132401751596799,"['Pete Buttigieg officially announces presidential campaign', 'South Bend', ' Indiana (CNN) South Bend Mayor Pete Buttigieg officially launched his presidential campaign on Sunday', ' formally vaulting the Midwestern ...']","[0.2807017543859649, 0, 0.1568627450980392, 0.6756756756756757]"
1,-0.8656716417910448,"['Mayor Pete Buttigieg is the hottest thing in politics. Can it last?', 'Pete Buttigieg was home recently', ' back in the Indiana city where he was born and serves as mayor. He was at the library on Main Street', ' at a book signing for his ...']","[-0.8656716417910448, 0, 0, 0]"
2,-0.567029780414751,"['Pete Buttigieg', ' What you need to know about the presidential hopeful', 'Since announcing in January that he was launching a presidential exploratory committee', ' South Bend Mayor Pete Buttigieg gone from from a longshot with a ...']","[0, -0.6226415094339623, 0.18604651162790697, -0.13043478260869565]"
3,-0.9003636363636364,"['2020 hopeful Pete Buttigieg says he and husband planning to have a child soon', 'Democratic presidential hopeful Pete Buttigieg announced that he and his husband are planning to have a child soon. Buttigieg', ' the mayor of South Bend', ' ...']","[-0.6363636363636364, -0.264, 0, 0]"
4,0.025316455696202528,"['Who Is Pete Buttigeig', ' the Gay Millennial Mayor the Democrats Didn’t See Coming?', 'Inquiring minds want to know', ' Who is Pete Buttigeig? Before the lead-up to the 2020 Democratic primary began', ' it was widely anticipated that Texas senatorial ...']","[0, 0, 0, 0.025316455696202528, 0]"
5,0.14814814814814814,"['Before he was a candidate', "" Pete Buttigieg was voted 'most likely' to be president"", 'Democratic presidential candidate Pete Buttigieg may have a leg up on his competition in 2020. In South Bend', ' Indiana', ' Buttigieg is nearly universally known ...']","[0, 0.0, 0.14814814814814814, 0, 0]"
6,3.9007705257705254,"['Rivals are scrambling to dig up dirt on Pete Buttigieg', 'SOUTH BEND', ' Ind. — Caught off guard by his sudden surge', "" Pete Buttigieg's rivals are scrambling to find vulnerabilities and lines of attack that can be used ...""]","[2.148148148148148, 0, 0.20454545454545456, 1.5480769230769231]"
7,0.7729978354978353,"['Democratic 2020 contender Pete Buttigieg will return donations from lobbyists', ' campaign says', 'Democratic presidential contender Pete Buttigieg', ' the mayor of South Bend', ' Indiana', ' will return thousands of dollars donated to his campaign by registered ...']","[0.16883116883116883, 0, 0.6041666666666665, 0, 0, 0]"
8,0.6041060639964198,"[""Presidential candidate Pete Buttigieg says the monthly mortgage payment on his 'one house in Indiana' is $450"", 'In his time on the campaign trail 37-year-old presidential candidate Pete Buttigieg has emphasized his Midwestern roots. One aspect of that Midwestern lifestyle ...']","[0.14678899082568808, 0.4573170731707317]"
9,0.23793490460157124,"['‘Pete! Pete! Pete!’ Buttigieg fever hits New Hampshire – can he keep up the pace?', 'In Manchester and Concord the mayor of South Bend', ' Indiana', ' shone again as a persuasive centrist in a party moving left. Adam Gabbatt in Manchester', ' New ...']","[0.41975308641975306, 0, 0, -0.18181818181818182, 0]"
10,0.050724637681159424,"['How Pete Buttigieg Is Shaking Up the 2020 Race', ""Can a 37-year-old Indiana mayor capture the White House? Nathan Heller checks in with Pete Buttigieg's suddenly not-so-long-shot campaign.""]","[0, 0.050724637681159424]"
11,-1.2964458247066946,"['Pete Buttigieg on faith', ' his marriage and Mike Pence', 'In a Q&A with Father Edward Beck', ' the South Bend', ' Indiana', ' mayor discusses his views on the morality of military *service*', ' abortion', ' love', ' marriage and being ...']","[-1.0869565217391304, 0.32142857142857145, 0, 0, 0, -0.5, 2.7777777777777777, -3.2, 0.391304347826087]"
12,0.18054034617459103,"['Pete Buttigieg officially launches 2020 presidential campaign', 'South Bend', ' Ind. Mayor Pete Buttigieg', ' a rising star in the large pool of Democratic presidential hopefuls', ' officially announced a 2020 presidential bid on Sunday ...']","[0.26229508196721313, 0, 0, -0.3529411764705882, 0.2711864406779661]"
13,0.8438243564784772,"['Pete Buttigieg raises $1 million within four hours of 2020 campaign announcement', 'Buttigieg also has used his campaign funds more sparingly than rivals', ' according to a recent filing from the Federal Election Commission.']","[0, 0.2318840579710145, 0.6119402985074627]"
14,2.78125,"[""Pete Buttigieg's not-so-secret weapon is his husband"", ' Chasten', 'There are now 17 hopefuls vying for the Democratic vote to become President of the United States', "" but there's only one whose spouse has become a talker.""]","[0, 3.125, -0.34375, 0]"
15,0.7241379310344827,"['2020 candidate Pete Buttigieg speaks French in message on Notre Dame - Business Insider', 'Democratic presidential candidate Pete Buttigieg', "" who's multilingual"", ' offered his condolences in French', ' following a massive fire at the historic Notre Dame ...']","[0.3908045977011494, 0.3333333333333333, 0, 0, 0.0]"
16,0.5395763656633222,"['Buttigieg officially announces presidential campaign', 'South Bend', ' Indiana', ' Mayor Pete Buttigieg officially announces his presidential campaign.']","[0.3076923076923077, 0, 0, 0.2318840579710145]"
17,-0.5291666666666668,"['Pete Buttigieg suggests national service program', 'Democratic presidential candidate Pete Buttigieg on Monday night advocated a form of national public *service* for all young adults as a way to create unity ...']","[0.3333333333333333, -0.8625]"
18,0.4310602289696366,"['Pete Buttigieg’s Focus', ' Storytelling First. Policy Details Later.', 'In his writings as a student and young politician', ' he fixated on the kind of media narratives that have propelled his 2020 campaign.']","[0, 0.21428571428571427, 0.32653061224489793, -0.10975609756097561]"
19,0.5937500000000001,"['Is Pete Buttigieg a Transformational Candidate?', 'One of the reasons I thought Donald Trump would win in 2016 was not just that he was focusing on the core issues roiling the middle classes (immigration and ...']","[0, 0.5937500000000001]"
20,0.010062893081760893,"['Pete Buttigieg', ' How the presidential underdog revitalized South Bend', 'South Bend mayor Pete Buttigieg', ' and his underdog campaign for the 2020 Democratic nomination for president', "" gets noticed quite a bit these days. He's fluent ...""]","[0, -0.3773584905660379, 0, 1.0666666666666667, -0.6792452830188679]"
21,-1.3640074211502784,"['Buttigieg', "" 'I would stack up my experience against anybody'"", 'South Bend Mayor Pete Buttigieg defended his lack of executive experience Sunday', ' arguing that voters should look at the “quality', ' as well as quantity.""']","[0, -0.8367346938775511, 0.2, 0, -0.7272727272727273]"
22,-1.512782328121122,"['Pete Buttigieg’s plan to make governing great again', 'The most important debate in the Democratic primary is over how change happens.']","[-0.803921568627451, -0.7088607594936709]"
23,0.43636363636363634,"['Which Way', ' Pete Buttigieg?', 'Can the heartland meritocrat be a traitor to his class?']","[0, 0, 0.43636363636363634]"
24,-0.5269779144534525,"['Pete Buttigieg targeted in operation by right-wing provocateur Jacob Wohl', 'WASHINGTON — A young Michigan man claims he became an unwitting participant in a plot by right-wing provocateurs Jacob Wohl and Jack Burkman to ...']","[-0.4657534246575342, -0.06122448979591834]"
25,6.219141604010025,"['In New Hampshire', "" many older Democrats see Pete Buttigieg's age as an asset"", 'Concord', ' N.H. — It was', ' in some ways', ' an incongruous scene', ' Pete Buttigieg', ' the 37-year-old Democratic presidential hopeful running on a message of ...']","[0.5625, 0, 0, 0, 0, 5.761904761904762, 0, -0.10526315789473688]"
26,0.6843103002070394,"['Pete Buttigieg is pro-Israel when Democrats are increasingly critical', 'Pete Buttigieg may be a rising star in the 2020 Democratic field', ' but his strong pro-Israel views may put him at odds with the increasingly pro-Palestinian left flank ...']","[1.0579710144927537, 0.140625, -0.5142857142857142]"
27,0.449546485260771,"['The breakout star of Pete Buttigieg’s 2020 campaign? His husband Chasten', ""Chasten Buttigieg has gained a sizable following – and boosted his husband's campaign – with his candid social media posts about life on the trail.""]","[0.6944444444444444, -0.2448979591836734]"
28,-0.3828358208955223,"[""Buttigieg pledges to 'do better' at building more diverse following"", 'Washington (CNN) 2020 Democratic presidential candidate Pete Buttigieg pledged on Tuesday to do more to reach out to African-American voters', ' laying out ...']","[-0.4328358208955223, 0.05, 0]"
29,-1.9607843137254901,"[""Inside Pete Buttigieg's plan to revitalize his city"", 'Mayor Pete Buttigieg pushed an aggressive plan to revitalize South Bend', ' Indiana', "" when he took charge in 2012. CNN's Vanessa Yurkevich has more.""]","[-1.9607843137254901, 0.0, 0, 0]"
30,0.0,"['Get to know 2020 candidate Pete Buttigieg in nine clips – video', 'The 37-year-old mayor of South Bend', ' Indiana officially launched his run for the White House on Sunday - get to know this 2020 candidate in nine clips.']","[0, 0, 0]"
31,0.18713550600343054,"['LGBTQ donors help Pete Buttigieg defy 2020 expectations', 'Lesbian', ' gay', ' bisexual', ' transgender and queer donors have helped ""Mayor Pete"" raise more than $7 million in just over two months.']","[0.2909090909090909, 0, 0, 0, -0.10377358490566035]"
32,-0.28235294117647053,"['Pete Buttigieg’s Language Magic Is Textbook Polyglot Mythmaking', 'American culture is far from the first to glorify people who speak several languages.']","[0, -0.28235294117647053]"
33,-1.0265151515151514,"['A Look At How Pete Buttigieg Is Reaching Out To Voters', 'Many Democrats are focused on winning back white', ' working-class voters. South Bend', ' Ind.', ' Mayor Pete Buttigieg', ' an emerging 2020 candidate', ' has been ...']","[0.6666666666666666, -1.2083333333333333, -0.48484848484848486, 0, 0, 0, 0]"
34,0.23432835820895523,"['New polls in Iowa and New Hampshire show Pete Buttigieg on the rise', 'WASHINGTON (CNN) Two new polls from the states that will be the first to weigh in on the Democratic field next year show former Vice President Joe Biden and ...']","[0.13432835820895522, 0.1]"
35,0.2727712724434036,"['Mayor Pete Buttigieg officially enters 2020 presidential race', ""South Bend Mayor Pete Buttigieg announced that he's officially running for president"", ' topping off a week of heightened media attention.']","[0.26229508196721313, 0.19047619047619047, -0.18]"
36,-0.3307621200469188,"['Pete Buttigieg expected to formally announce 2020 presidential run', 'Pete Buttigieg', ' the 37-year-old openly gay mayor of South Bend', ' Indiana', ' who is shaking up the Democratic presidential race with his potential plans to run', ' ...']","[0.24242424242424243, 0, -0.7659574468085106, 0, 0.1927710843373494, 0]"
37,0.5484425349087001,"[""The 'weird parallels' between Vice President Mike Pence and presidential hopeful Pete Buttigieg"", 'While Vice President Mike Pence and presidential hopeful Pete Buttigieg are at odds on many issues', ' they also have many things in common.']","[-0.08421052631578957, 0.6326530612244897, 0]"
38,6.184472934472934,"['Buttigieg explains controversy surrounding taped calls', 'Mayor Pete Buttigieg explains why he asked Police Chief Darryl Boykins', ' who is black', ' to resign after a controversy surrounding secret phone recordings while ...']","[2.7037037037037037, 0, 1.2307692307692308, 2.25]"
39,1.218221334586466,"['Buttigieg makes new effort to talk race', ' reach black voters', 'NEW YORK (AP) — From lunch with a civil rights leader in Harlem to meetings at a historically black university in South Carolina', ' Democratic presidential ...']","[0, 0.8421052631578947, -0.1953125, 0.5714285714285714]"
40,-0.2334899143409781,"[""4 Marketing Lessons From 'Mayor Pete' Buttigieg"", 'Mayor Pete Buttigieg', ' the 37-year-old openly gay mayor of South Bend', ' Indiana with a hard-to-pronounce last name (according to his Twitter profile', ' ...']","[0, 0, -0.7659574468085106, 0.5324675324675325, 0]"
41,0.9833789954337899,"[""'A kind of war'"", ' Buttigieg describes struggle with sexual orientation in emotional speech', 'Pete Buttigieg on Sunday delved publicly and intimately into his struggle with his own sexuality in a way no other serious presidential candidate has.']","[0, 0.8767123287671232, 0.10666666666666669]"
42,0.6908602150537635,"[""Buttigieg record with black South Bend residents under spotlight. 'He's got some work to do.'"", 'Heightened scrutiny of his decisions', ' controversies in South Bend.']","[0.44086021505376344, 0.25, 0]"
43,-2.5301204819277108,"['Why Pete Buttigieg may be reviving progressive ideals of the Social Gospel Movement', ""Pete Buttigieg's recent comments on Christian values"", ' have drawn much attention. They might be quite similar to the ideals espoused by the Midwestern ...']","[-2.5301204819277108, 0, 0.0]"
44,-0.5369198312236286,"['Oprah gives Pete Buttigieg a new name while weighing which candidate to support', ""Oprah Winfrey thinks Mayor Pete Buttigieg's name could help him. But the pronunciation seems to trip her up.""]","[-0.620253164556962, 0.08333333333333333]"
